name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,national_team,national_rating,national_team_position,national_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,positions_list,primary_position,positions_count,flag_missing_birth_date,flag_overall_gt_potential,flag_non_positive_value,flag_non_positive_wage,player_key
C. Toselli,Cristopher Benjamín Toselli Ríos,1988-06-15,37.6,182.88,74.8,GK,Chile,75,75,4300000.0,8000.0,Right,1,3,1,Normal,6000000.0,,,,,20,20,17,41,20,16,18,19,32,33,56,43,45,69,40,30,76,44,70,20,45,30,20,55,20,58,20,19,14,['GK'],GK,1,False,False,False,False,cristopher-benjam-n-toselli-r-os-1988-06-15
D. Chávez,Diego Chávez,1995-05-11,30.7,154.94,60.8,ST,Mexico,60,64,270000.0,1000.0,Right,1,3,2,Lean,466000.0,,,,,54,62,54,63,48,60,62,55,63,61,48,49,58,57,65,63,62,73,70,57,70,59,62,62,55,61,33,53,50,['ST'],ST,1,False,False,False,False,diego-ch-vez-1995-05-11
L. Godoy,Leonardo Godoy,1995-04-28,30.7,154.94,69.9,"RB,RWB",Argentina,68,77,1200000.0,5000.0,Right,1,3,3,Lean,2000000.0,,,,,64,34,61,63,36,68,40,35,62,63,73,72,71,68,73,32,61,79,77,45,80,68,59,54,41,61,58,71,67,"['RB', 'RWB']",RB,2,False,False,False,False,leonardo-godoy-1995-04-28
G. Holtmann,Gerrit Holtmann,1995-03-25,30.8,182.88,77.1,"LM,LWB,LB,LW",Germany,71,78,3300000.0,15000.0,Left,1,3,3,Normal,6300000.0,,,,,69,60,47,66,49,73,58,36,57,69,91,91,73,64,69,75,55,67,66,64,34,58,64,60,60,58,58,59,50,"['LM', 'LWB', 'LB', 'LW']",LM,4,False,False,False,False,gerrit-holtmann-1995-03-25
R. Vargas,Ronald Alejandro Vargas Aranguren,1986-12-02,39.1,175.26,69.9,CAM,Venezuela,72,72,2700000.0,4000.0,Right,2,4,4,Normal,3400000.0,,,,,67,69,38,71,68,74,68,68,69,74,74,72,73,67,72,66,68,44,58,70,43,26,70,69,64,69,22,26,28,['CAM'],CAM,1,False,False,False,False,ronald-alejandro-vargas-aranguren-1986-12-02
A. Munksgaard,Alexander Munksgaard,1997-12-13,28.1,154.94,74.8,RB,Denmark,66,74,825000.0,3000.0,Right,1,3,2,Normal,1200000.0,,,,,63,42,63,62,40,61,58,31,60,63,72,76,72,64,61,48,66,72,73,34,55,63,43,49,40,52,61,65,62,['RB'],RB,1,False,False,False,False,alexander-munksgaard-1997-12-13
A. Greene,Aaron Greene,1990-01-02,36.0,154.94,73.0,"ST,LM",Republic of Ireland,59,59,160000.0,1000.0,Left,1,3,3,Normal,248000.0,,,,,52,54,53,55,52,58,57,50,50,57,75,83,70,53,65,59,52,64,68,53,60,32,56,56,58,54,30,36,35,"['ST', 'LM']",ST,2,False,False,False,False,aaron-greene-1990-01-02
E. Mwepu,Enock Mwepu,1998-01-01,28.0,182.88,77.1,"CM,CAM,RM,CDM",Zambia,66,77,1100000.0,7000.0,Right,1,3,3,Normal,1900000.0,,,,,59,63,38,67,69,68,48,49,63,69,75,80,60,67,66,68,55,68,73,59,58,64,63,62,49,64,55,65,63,"['CM', 'CAM', 'RM', 'CDM']",CM,4,False,False,False,False,enock-mwepu-1998-01-01
B. Hämäläinen,Brian Tømming Hamalainen,1989-05-29,36.6,152.4,79.8,"CB,LB",Denmark,70,70,1400000.0,11000.0,Left,1,3,3,Normal,2100000.0,,,,,77,26,64,73,62,67,74,76,75,69,70,72,67,70,73,81,74,74,72,71,69,68,67,73,60,75,65,71,68,"['CB', 'LB']",CB,2,False,False,False,False,brian-t-mming-hamalainen-1989-05-29
M. Mandron,Mikael Mandron,1994-10-11,31.3,190.5,82.1,ST,France,63,70,525000.0,3000.0,Left,1,3,3,Normal,1000000.0,,,,,47,60,64,57,52,63,52,43,43,64,65,58,65,60,53,67,69,78,80,56,67,42,60,58,60,64,45,41,36,['ST'],ST,1,False,False,False,False,mikael-mandron-1994-10-11
T. Akindele,Tesho Akindele,1991-08-30,34.4,185.42,78.9,"ST,LM",Canada,66,67,775000.0,3000.0,Right,1,2,3,Normal,1200000.0,Canada,70.0,SUB,8.0,45,63,64,58,55,64,44,28,41,63,81,87,74,60,63,69,69,60,76,56,62,18,62,58,66,62,36,15,20,"['ST', 'LM']",ST,2,False,False,False,False,tesho-akindele-1991-08-30
E. Iñíguez,Emanuel Iñíguez,1997-01-01,29.0,152.4,69.9,RB,Argentina,66,76,900000.0,2000.0,Right,1,3,2,Lean,1500000.0,,,,,64,24,59,53,28,55,35,29,50,64,72,74,69,54,58,43,76,73,59,25,54,65,42,50,46,64,67,70,67,['RB'],RB,1,False,False,False,False,emanuel-i-guez-1997-01-01
J. Larsen,Jacob Bruun Larsen,1998-09-19,27.3,182.88,74.8,"LM,LW,RM,RW",Denmark,74,85,9500000.0,18000.0,Right,1,4,3,Normal,18100000.0,,,,,69,74,61,74,63,75,69,41,54,75,81,85,76,75,73,77,67,72,73,63,73,58,74,68,44,66,55,55,43,"['LM', 'LW', 'RM', 'RW']",LM,4,False,False,False,False,jacob-bruun-larsen-1998-09-19
B. Wiles,Ben Wiles,1999-04-17,26.8,175.26,66.2,"CM,CAM",England,60,73,375000.0,2000.0,Right,1,3,2,Lean,928000.0,,,,,54,44,50,66,38,61,49,41,60,63,72,72,75,57,73,57,67,75,65,48,51,35,49,63,50,61,39,44,41,"['CM', 'CAM']",CM,2,False,False,False,False,ben-wiles-1999-04-17
G. Puşcaş,George Puşcaş,1996-04-08,29.8,187.96,78.0,ST,Romania,69,77,1600000.0,2000.0,Right,1,3,3,Lean,2800000.0,Romania,72.0,ST,9.0,40,70,67,53,68,70,62,49,39,70,69,66,70,69,71,65,66,59,69,55,56,21,74,52,69,71,25,23,20,['ST'],ST,1,False,False,False,False,george-pu-ca-1996-04-08
G. Torres,Gustavo Torres,1996-06-15,29.6,154.94,77.1,"RW,RM,LM,ST",Colombia,68,77,1400000.0,2000.0,Right,1,3,3,Normal,,,,,,62,65,70,68,47,68,40,28,59,69,80,78,77,68,65,62,70,76,77,57,42,41,66,56,58,55,52,55,60,"['RW', 'RM', 'LM', 'ST']",RW,4,False,False,False,False,gustavo-torres-1996-06-15
I. Pękalski,Ivo Pękalski,1990-11-03,35.2,182.88,78.0,"CM,CDM",Sweden,63,63,375000.0,3000.0,Right,1,3,2,Normal,656000.0,,,,,48,34,55,66,57,62,52,49,64,67,64,47,75,67,77,65,74,50,71,49,75,68,50,62,55,70,53,59,63,"['CM', 'CDM']",CM,2,False,False,False,False,ivo-p-kalski-1990-11-03
A. Durante,Andrew Durante,1982-05-03,43.7,182.88,74.8,CB,New Zealand,66,66,90000.0,1000.0,Right,1,3,2,Normal,113000.0,,,,,32,34,64,55,34,47,42,29,55,52,37,40,46,58,47,32,67,71,83,47,65,67,36,54,36,63,64,64,62,['CB'],CB,1,False,False,False,False,andrew-durante-1982-05-03
Z. Medley,Zechariah Medley,2000-07-07,25.5,193.04,74.8,CB,England,60,78,375000.0,5000.0,Left,1,3,2,Lean,947000.0,,,,,34,25,55,43,35,34,34,29,37,41,54,52,49,56,57,41,70,58,63,27,48,60,32,37,43,50,61,70,63,['CB'],CB,1,False,False,False,False,zechariah-medley-2000-07-07
J. Wallace,James Robert Wallace,1991-12-19,34.1,154.94,83.0,CM,England,61,61,270000.0,2000.0,Right,1,3,2,Stocky,473000.0,,,,,66,55,54,64,63,50,36,42,62,61,49,55,62,60,62,64,60,50,63,62,63,61,52,67,47,55,63,53,40,['CM'],CM,1,False,False,False,False,james-robert-wallace-1991-12-19
Alan Schons,Alan Eduardo Schons,1993-05-24,32.7,154.94,74.8,"CM,CDM",Brazil,67,70,950000.0,2000.0,Right,1,3,3,Normal,2100000.0,,,,,62,53,59,70,56,65,64,67,68,68,65,67,64,66,63,73,51,65,68,64,66,63,62,66,68,65,56,64,57,"['CM', 'CDM']",CM,2,False,False,False,False,alan-eduardo-schons-1993-05-24
A. Bamba,Abdoul-Kader Bamba,1994-05-25,31.7,175.26,68.0,CAM,France,62,67,400000.0,4000.0,Right,1,3,2,Normal,790000.0,,,,,61,56,52,72,45,62,58,64,80,65,64,63,59,56,67,68,58,41,51,52,43,30,51,54,57,64,48,49,59,['CAM'],CAM,1,False,False,False,False,abdoul-kader-bamba-1994-05-25
J. Molumby,Jayson Molumby,1999-08-06,26.5,152.4,64.0,CM,Republic of Ireland,59,74,325000.0,3000.0,Right,1,3,2,Lean,821000.0,,,,,49,45,48,63,45,57,46,42,58,59,51,41,59,60,61,54,40,62,55,45,71,57,53,54,57,64,58,59,55,['CM'],CM,1,False,False,False,False,jayson-molumby-1999-08-06
F. Gaibor,Fernando Gaibor,1991-10-08,34.3,152.4,74.8,"CM,CAM,CDM",Ecuador,72,73,3600000.0,15000.0,Right,1,3,3,Normal,5300000.0,,,,,68,62,58,76,58,66,66,64,77,77,67,65,71,69,72,75,63,75,65,67,57,64,59,68,66,59,55,65,61,"['CM', 'CAM', 'CDM']",CM,3,False,False,False,False,fernando-gaibor-1991-10-08
D. Fernández,Diego Fernández,1998-03-08,27.9,175.26,69.9,CM,Chile,60,67,290000.0,1000.0,Right,1,3,2,Lean,450000.0,,,,,49,42,60,62,38,59,31,38,55,61,70,70,72,54,74,62,61,82,63,50,50,47,50,61,47,48,55,61,62,['CM'],CM,1,False,False,False,False,diego-fern-ndez-1998-03-08
E. Næsbak Brenden,Erik Næsbak Brenden,1994-01-07,32.0,154.94,72.1,"LM,RM",Norway,59,62,200000.0,1000.0,Right,1,4,2,Normal,265000.0,,,,,57,49,41,56,45,62,45,42,49,59,76,78,80,46,77,58,55,69,62,47,39,41,48,51,55,60,27,45,35,"['LM', 'RM']",LM,2,False,False,False,False,erik-n-sbak-brenden-1994-01-07
M. Mustacchio,Mattia Mustacchio,1989-05-17,36.7,154.94,78.0,"RM,ST,RW",Italy,70,70,1700000.0,3000.0,Right,1,4,3,Normal,,,,,,63,62,61,66,61,74,65,57,54,66,91,90,82,63,72,66,70,78,61,61,46,36,64,56,65,61,52,28,35,"['RM', 'ST', 'RW']",RM,3,False,False,False,False,mattia-mustacchio-1989-05-17
Y. Shakhov,Evgeniy Shakhov,1990-11-30,35.1,187.96,82.1,"CAM,CM,CDM",Ukraine,71,71,2500000.0,1000.0,Right,1,4,3,Lean,5200000.0,,,,,47,70,65,70,57,72,68,52,66,73,70,73,66,66,47,74,58,65,75,66,67,53,66,71,48,70,61,60,59,"['CAM', 'CM', 'CDM']",CAM,3,False,False,False,False,evgeniy-shakhov-1990-11-30
G. Mercado,Gabriel Iván Mercado,1987-03-18,38.8,154.94,83.0,"CB,RB",Argentina,79,79,8500000.0,19000.0,Right,1,3,2,Stocky,17900000.0,Argentina,82.0,SUB,17.0,68,60,76,71,66,57,68,54,65,70,75,75,66,72,60,68,76,77,82,58,81,80,63,60,49,73,77,80,78,"['CB', 'RB']",CB,2,False,False,False,False,gabriel-iv-n-mercado-1987-03-18
B. Castrillon,Bryan Castrillon,1999-03-30,26.8,170.18,63.0,"LW,RM",Colombia,62,80,650000.0,1000.0,Right,1,2,3,Lean,1300000.0,,,,,55,60,40,58,45,66,46,36,50,63,78,75,76,52,68,60,55,70,50,48,50,36,62,53,60,52,44,42,35,"['LW', 'RM']",LW,2,False,False,False,False,bryan-castrillon-1999-03-30
Zhao Hejing,赵和靖,1985-05-19,40.7,185.42,73.9,"LB,RB",China PR,63,63,140000.0,3000.0,Right,1,2,3,Normal,301000.0,,,,,64,29,61,64,29,65,53,34,56,63,74,50,60,63,46,23,48,67,73,28,56,58,43,39,39,50,57,66,64,"['LB', 'RB']",LB,2,False,False,False,False,1985-05-19
O. Antman,Oliver Antman,2001-08-01,24.5,152.4,67.1,CM,Finland,47,68,60000.0,1000.0,Right,1,3,2,Normal,135000.0,,,,,37,25,40,51,34,46,38,36,48,47,64,62,53,48,51,53,56,55,51,36,48,36,49,43,40,38,41,28,28,['CM'],CM,1,False,False,False,False,oliver-antman-2001-08-01
G. Nilsson,Gustaf Nilsson,1997-05-23,28.7,198.12,87.1,ST,Sweden,63,73,600000.0,2000.0,Right,1,2,2,Lean,870000.0,,,,,35,63,69,51,62,61,48,38,39,64,50,58,44,54,45,68,48,66,77,56,49,32,60,49,65,55,30,28,24,['ST'],ST,1,False,False,False,False,gustaf-nilsson-1997-05-23
Che Shiwei,车世伟,1996-10-30,29.2,182.88,73.0,"RM,LM",China PR,59,67,230000.0,2000.0,Left,1,3,2,Normal,541000.0,,,,,55,46,42,60,42,58,64,43,51,55,69,72,76,55,66,50,60,61,74,50,48,42,58,59,47,49,49,42,44,"['RM', 'LM']",RM,2,False,False,False,False,1996-10-30
N. Kirk,Nikolaj Kirk,1998-03-03,27.9,154.94,69.9,"RB,CM",Denmark,57,71,200000.0,2000.0,Right,1,4,2,Normal,,,,,,53,49,50,65,43,63,53,53,58,62,65,65,63,49,69,58,55,53,58,42,50,47,49,62,45,60,60,60,49,"['RB', 'CM']",RB,2,False,False,False,False,nikolaj-kirk-1998-03-03
R. Izumi,和泉 竜司,1993-11-06,32.2,172.72,72.1,"CM,LM,CB",Japan,60,64,270000.0,1000.0,Right,1,3,2,Normal,358000.0,,,,,41,49,41,66,39,60,44,37,62,57,75,79,73,56,72,49,57,78,68,43,41,43,59,55,46,57,50,51,46,"['CM', 'LM', 'CB']",CM,3,False,False,False,False,1993-11-06
J. Bedeau,Jacob Bedeau,1999-12-24,26.1,182.88,78.0,CB,England,56,73,170000.0,1000.0,Left,1,3,2,Lean,404000.0,,,,,44,39,53,52,28,51,34,28,49,50,75,70,70,50,60,48,71,64,68,24,53,52,40,35,37,45,53,54,54,['CB'],CB,1,False,False,False,False,jacob-bedeau-1999-12-24
A. Sjöberg,Axel Sjöberg,1991-03-08,34.9,200.66,94.8,CB,Sweden,69,70,1000000.0,4000.0,Right,1,2,2,Lean,1600000.0,,,,,26,24,71,65,26,39,22,29,55,60,45,46,42,68,30,32,60,54,88,20,71,68,29,26,38,63,69,64,57,['CB'],CB,1,False,False,False,False,axel-sj-berg-1991-03-08
J. Wollacott,Jojo Wollacott,1996-09-08,29.4,190.5,74.8,GK,England,55,67,130000.0,3000.0,Right,1,2,1,Lean,273000.0,,,,,13,19,11,22,18,12,11,11,24,26,40,42,30,49,57,25,54,38,56,11,24,23,15,26,25,27,9,16,12,['GK'],GK,1,False,False,False,False,jojo-wollacott-1996-09-08
M. Halsti,Markus Halsti,1984-03-19,41.8,185.42,83.9,"CB,CM",Finland,66,66,200000.0,3000.0,Right,1,3,2,Normal,250000.0,,,,,54,40,67,66,52,47,50,59,68,62,31,47,30,64,51,67,73,52,75,52,68,65,48,60,58,69,59,61,64,"['CB', 'CM']",CB,2,False,False,False,False,markus-halsti-1984-03-19
A. Santamaría,Anderson Santamaría,1992-01-10,34.0,182.88,79.8,CB,Peru,68,71,925000.0,8000.0,Right,1,3,3,Normal,1600000.0,Club Atlas,70.0,LCB,5.0,61,55,68,66,58,66,59,64,66,65,64,68,60,51,63,72,50,69,71,65,68,65,62,62,62,66,70,71,69,['CB'],CB,1,False,False,False,False,anderson-santamar-a-1992-01-10
S. Brynn,Solomon Brynn,2000-10-30,25.2,185.42,69.9,GK,England,53,74,110000.0,2000.0,Right,1,2,1,Normal,319000.0,,,,,14,9,14,16,6,8,11,14,18,14,33,29,31,45,44,22,64,24,40,9,22,6,8,26,15,24,10,14,12,['GK'],GK,1,False,False,False,False,solomon-brynn-2000-10-30
M. Abu,Mohammed Abu,1991-11-14,34.2,170.18,68.0,"CDM,CM",Ghana,69,71,1100000.0,3000.0,Left,1,2,3,Lean,1400000.0,,,,,53,48,54,72,53,65,69,59,70,68,71,69,75,66,69,69,74,76,65,59,73,67,55,62,50,67,56,68,65,"['CDM', 'CM']",CDM,2,False,False,False,False,mohammed-abu-1991-11-14
F. Senninger,Fabian Senninger,1996-01-25,30.0,175.26,69.9,"LB,RB",Germany,62,69,350000.0,4000.0,Right,1,4,3,Normal,,,,,,57,26,45,54,29,54,26,25,26,58,84,86,77,59,79,29,79,75,56,28,46,53,40,36,37,44,59,58,59,"['LB', 'RB']",LB,2,False,False,False,False,fabian-senninger-1996-01-25
O. Oularé,Obbi Oularé,1996-01-08,30.0,195.58,98.9,ST,Belgium,70,77,2500000.0,25000.0,Right,1,3,3,Stocky,,,,,,52,68,72,65,67,64,40,29,38,66,54,68,49,64,31,80,66,32,93,66,70,22,64,65,61,61,28,21,20,['ST'],ST,1,False,False,False,False,obbi-oular-1996-01-08
M. Trejo,Mario Trejo,1999-03-09,26.9,154.94,71.2,RB,Mexico,57,70,170000.0,1000.0,Right,1,3,2,Lean,395000.0,,,,,56,33,46,33,31,58,38,35,32,48,68,60,67,60,52,33,58,58,57,27,59,53,56,43,45,42,55,63,62,['RB'],RB,1,False,False,False,False,mario-trejo-1999-03-09
G. Di Lorenzo,Giovanni Di Lorenzo,1993-08-04,32.5,182.88,82.1,"RB,CB,RWB,RM",Italy,73,78,4500000.0,10000.0,Right,1,3,3,Stocky,8400000.0,,,,,74,61,70,73,62,74,68,67,71,72,71,72,73,70,70,72,74,73,73,69,70,70,62,54,59,68,71,73,71,"['RB', 'CB', 'RWB', 'RM']",RB,4,False,False,False,False,giovanni-di-lorenzo-1993-08-04
M. Niang,M'Baye Babacar Niang,1994-12-19,31.1,182.88,78.0,"LW,ST",Senegal,76,81,10500000.0,37000.0,Right,2,4,3,Stocky,,,,,,65,68,64,70,72,81,68,66,57,80,85,91,82,66,65,86,69,64,69,73,50,30,77,72,75,69,30,24,20,"['LW', 'ST']",LW,2,False,False,False,False,m-baye-babacar-niang-1994-12-19
D. Jarvis,Dean Jarvis,1992-06-01,33.6,152.4,71.2,"LB,CB",Northern Ireland,59,62,160000.0,1000.0,Left,1,3,2,Normal,260000.0,,,,,52,33,49,51,37,51,35,39,47,54,68,70,75,65,62,39,84,76,57,36,63,54,53,53,43,52,56,57,54,"['LB', 'CB']",LB,2,False,False,False,False,dean-jarvis-1992-06-01
A. Akkaynak,Atakan Akkaynak,1999-01-05,27.0,154.94,77.1,"CM,CDM",Germany,63,78,775000.0,1000.0,Right,1,3,3,Normal,1600000.0,,,,,52,47,44,69,48,62,51,52,66,63,63,62,71,60,69,59,64,69,67,54,54,59,48,64,45,62,64,55,47,"['CM', 'CDM']",CM,2,False,False,False,False,atakan-akkaynak-1999-01-05
M. Burgess,Max Burgess,1995-01-16,31.0,185.42,69.9,"CAM,RW",Australia,60,65,280000.0,1000.0,Left,1,3,2,Lean,371000.0,,,,,46,53,45,57,30,59,33,36,56,59,77,76,70,54,66,61,57,59,66,55,58,44,56,62,41,64,34,38,37,"['CAM', 'RW']",CAM,2,False,False,False,False,max-burgess-1995-01-16
Zhou Dadi,周大地,1996-02-18,29.9,175.26,64.0,"LM,CM",China PR,57,66,160000.0,2000.0,Right,1,3,2,Lean,376000.0,,,,,52,52,49,55,39,55,33,32,52,56,62,75,77,61,76,50,79,53,71,47,49,49,53,55,40,50,41,37,38,"['LM', 'CM']",LM,2,False,False,False,False,1996-02-18
J. Baumgartlinger,Julian Baumgartlinger,1988-01-02,38.0,182.88,86.2,CDM,Austria,78,78,7500000.0,53000.0,Right,2,3,2,Normal,12800000.0,Austria,77.0,SUB,14.0,63,39,69,81,50,65,47,49,71,74,68,71,65,74,64,73,80,88,78,39,84,77,62,64,59,75,79,80,75,['CDM'],CDM,1,False,False,False,False,julian-baumgartlinger-1988-01-02
O. Mfulu,Omenuke Mfulu,1994-03-20,31.8,182.88,76.2,"CM,CDM",DR Congo,63,68,475000.0,1000.0,Right,1,3,2,Normal,867000.0,,,,,38,36,57,68,40,55,42,45,61,62,54,63,60,61,70,51,63,74,62,44,65,62,58,62,49,57,53,64,58,"['CM', 'CDM']",CM,2,False,False,False,False,omenuke-mfulu-1994-03-20
D. Sturridge,Daniel Andre Sturridge,1989-09-01,36.4,154.94,76.2,ST,England,79,79,13000000.0,120000.0,Left,3,2,4,Normal,24100000.0,,,,,62,82,68,72,73,78,62,68,62,80,72,78,74,77,64,82,70,55,64,79,60,22,81,74,75,81,11,24,12,['ST'],ST,1,False,False,False,False,daniel-andre-sturridge-1989-09-01
F. Carstens,Florian Carstens,1998-11-08,27.2,190.5,87.1,"CB,RB",Germany,63,74,550000.0,1000.0,Right,1,3,2,Normal,990000.0,,,,,43,22,65,55,25,33,25,22,32,47,62,60,42,59,43,39,70,60,79,20,61,56,29,32,30,54,61,65,57,"['CB', 'RB']",CB,2,False,False,False,False,florian-carstens-1998-11-08
N. Lozano,Neyder Lozano,1994-03-04,31.9,185.42,77.1,CB,Colombia,67,74,925000.0,2000.0,Left,1,3,2,Stocky,1600000.0,,,,,29,38,65,58,36,51,29,35,55,59,66,74,59,58,61,57,73,66,88,36,70,61,38,45,46,54,63,66,64,['CB'],CB,1,False,False,False,False,neyder-lozano-1994-03-04
M. Titsch Rivero,Marcel Titsch Rivero,1989-11-02,36.2,182.88,76.2,"CM,CDM",Germany,68,68,900000.0,4000.0,Left,1,3,2,Lean,1300000.0,,,,,56,46,59,72,48,65,40,39,67,69,63,65,68,68,65,52,74,78,67,50,64,66,58,67,46,64,60,65,59,"['CM', 'CDM']",CM,2,False,False,False,False,marcel-titsch-rivero-1989-11-02
W. Saïd,Wesley Saïd,1995-04-19,30.8,170.18,74.8,"ST,RW,LM,LW",France,73,79,5500000.0,12000.0,Right,1,2,3,Normal,12100000.0,,,,,64,74,62,77,67,76,58,38,66,75,77,79,83,75,88,73,60,60,52,69,43,22,74,61,61,67,28,25,23,"['ST', 'RW', 'LM', 'LW']",ST,4,False,False,False,False,wesley-sa-d-1995-04-19
Zapater,Alberto Zapater Arjol,1985-06-13,40.6,154.94,79.8,"CM,CDM",Spain,70,70,1000000.0,6000.0,Right,1,3,2,Stocky,1700000.0,,,,,63,59,60,69,59,61,68,78,74,68,58,44,56,62,63,74,63,70,74,73,71,72,63,73,65,66,68,70,64,"['CM', 'CDM']",CM,2,False,False,False,False,alberto-zapater-arjol-1985-06-13
D. Rose,Danny Rose,1993-12-10,32.1,172.72,72.1,ST,England,66,69,825000.0,6000.0,Right,1,3,2,Lean,1500000.0,,,,,47,65,66,58,66,63,54,39,49,60,77,80,86,62,72,64,91,76,64,61,71,41,64,57,59,59,46,25,32,['ST'],ST,1,False,False,False,False,danny-rose-1993-12-10
L. Haraslín,Lukáš Haraslín,1996-05-26,29.7,182.88,71.2,"LM,RM",Slovakia,72,80,4600000.0,6000.0,Left,1,3,4,Lean,7100000.0,,,,,67,62,59,68,58,73,66,54,64,72,84,84,87,65,80,62,70,80,64,59,38,33,64,67,58,65,33,41,48,"['LM', 'RM']",LM,2,False,False,False,False,luk-harasl-n-1996-05-26
Jang Dae Hee,장대희 张大熙,1994-06-18,31.6,187.96,74.8,GK,Korea Republic,63,71,400000.0,1000.0,Right,1,3,1,Lean,580000.0,,,,,14,16,16,27,12,11,12,19,23,23,40,40,39,58,53,18,53,21,61,19,20,21,20,37,18,55,24,17,11,['GK'],GK,1,False,False,False,False,1994-06-18
D. Liszka,Daniel Liszka,2000-02-17,25.9,175.26,78.0,"LM,LB",Poland,58,68,190000.0,1000.0,Left,1,3,2,Normal,295000.0,,,,,58,41,41,51,31,58,52,34,46,57,79,75,81,56,77,35,73,56,46,34,41,51,58,49,37,46,31,44,45,"['LM', 'LB']",LM,2,False,False,False,False,daniel-liszka-2000-02-17
L. Tremolada,Luca Tremolada,1991-11-25,34.2,185.42,78.0,"CAM,CM",Italy,69,70,1200000.0,3000.0,Left,1,3,3,Lean,2100000.0,,,,,65,58,45,70,53,70,70,70,68,71,76,75,76,65,74,56,41,72,59,66,38,26,60,71,60,69,44,38,32,"['CAM', 'CM']",CAM,2,False,False,False,False,luca-tremolada-1991-11-25
Y. Murillo,Yonatan Yovanny Murillo Alegría,1992-07-05,33.5,182.88,69.9,LB,Colombia,67,69,750000.0,2000.0,Left,1,2,2,Normal,1100000.0,,,,,67,28,58,55,26,58,58,26,53,62,76,77,69,63,64,58,77,75,75,25,69,70,65,50,59,63,58,65,64,['LB'],LB,1,False,False,False,False,yonatan-yovanny-murillo-alegr-a-1992-07-05
C. McWilliams,Camron McWilliams,2001-06-13,24.6,152.4,66.2,"RB,CM",England,51,65,60000.0,1000.0,Right,1,3,2,Lean,143000.0,,,,,40,24,42,49,38,51,40,39,44,37,72,70,66,51,74,40,60,51,45,26,46,50,43,35,29,42,44,54,50,"['RB', 'CM']",RB,2,False,False,False,False,camron-mcwilliams-2001-06-13
M. Qvist,Mikkel Mena Qvist,1993-04-22,32.7,203.2,93.9,"LM,LB,ST",Denmark,61,64,325000.0,2000.0,Left,1,2,2,Normal,431000.0,,,,,60,55,68,60,42,63,33,25,52,61,50,57,33,63,35,62,33,73,85,28,68,54,63,61,35,50,58,62,60,"['LM', 'LB', 'ST']",LM,3,False,False,False,False,mikkel-mena-qvist-1993-04-22
J. Dinenno,Juan Dinenno,1994-08-28,31.4,185.42,83.9,ST,Argentina,66,73,925000.0,6000.0,Right,1,3,2,Normal,,,,,,44,65,70,59,63,58,53,60,47,63,66,68,45,58,44,71,73,71,82,62,46,21,63,47,64,59,25,15,21,['ST'],ST,1,False,False,False,False,juan-dinenno-1994-08-28
L. Banks,Lewis Banks,1997-04-14,28.8,182.88,72.1,"RB,CB",England,62,75,525000.0,1000.0,Right,1,3,2,Normal,1100000.0,,,,,56,36,57,55,29,61,45,42,56,54,72,72,64,60,74,35,73,63,63,31,63,61,50,50,44,52,50,66,66,"['RB', 'CB']",RB,2,False,False,False,False,lewis-banks-1997-04-14
C. Singh,Konsham Chinglensana Singh,1996-11-23,29.2,190.5,78.9,CB,India,53,62,,,Right,1,3,2,Lean,,,,,,22,21,48,36,20,38,21,27,30,29,71,73,62,48,48,31,71,58,76,22,44,48,26,32,38,41,56,49,53,['CB'],CB,1,False,False,False,False,konsham-chinglensana-singh-1996-11-23
V. Muriqi,Vedat Muriqi,1994-04-24,31.7,193.04,86.2,ST,Kosovo,71,77,3300000.0,9000.0,Left,1,4,3,Lean,7200000.0,,,,,35,71,76,64,61,66,58,30,42,69,53,69,49,61,42,75,54,72,88,66,51,18,74,60,67,54,20,25,22,['ST'],ST,1,False,False,False,False,vedat-muriqi-1994-04-24
Lucas Pérez,Lucas Pérez Martínez,1988-09-10,37.4,154.94,73.0,"ST,RM",Spain,78,78,10500000.0,85000.0,Left,2,4,4,Normal,20000000.0,,,,,74,77,68,75,78,78,82,77,69,80,76,77,70,77,73,82,63,69,69,76,67,38,78,78,79,75,25,24,26,"['ST', 'RM']",ST,2,False,False,False,False,lucas-p-rez-mart-nez-1988-09-10
L. Pratto,Lucas David Pratto,1988-06-04,37.6,187.96,91.2,ST,Argentina,79,79,12000000.0,31000.0,Right,2,3,3,Stocky,16800000.0,,,,,68,77,77,72,74,73,57,56,70,76,68,72,67,76,64,85,72,75,91,74,80,51,81,73,78,74,54,39,58,['ST'],ST,1,False,False,False,False,lucas-david-pratto-1988-06-04
Pedro Pelágio,Pedro Henrique Rocha Pelágio,2000-04-21,25.7,154.94,64.9,CM,Portugal,62,75,525000.0,1000.0,Right,1,3,2,Lean,1400000.0,,,,,58,47,44,65,53,61,52,50,62,64,62,63,59,60,64,70,71,60,51,56,56,50,57,62,57,61,49,53,50,['CM'],CM,1,False,False,False,False,pedro-henrique-rocha-pel-gio-2000-04-21
